DARKO VISKOVIÆ PR DOLCE VITA;;;Lager;;;;
PAVLA VUJISIÆA 44 BEOGRAD (ZEMUN);;;"magacin: mp1
cena: nabavna";;;;
PIB:111565745;;;;;;;
;;;;;;;
Šifra;Naziv;J.M.;Ulaz;Izlaz;Stanje;Cena;Vrednost
128011;Futrola BI FOLD Ihave Gentleman za Samsung J415F Galaxy J4 Plus siva;KOM;1;0;1;302,50;302,50
128039;Futrola BI FOLD Ihave Gentleman za Samsung J730F Galaxy J7 2017 (EU) crna;KOM;1;0;1;425,57;425,57
128070;Futrola BI FOLD Ihave za Huawei Honor 10 Lite/P Smart 2019 roze;KOM;1;0;1;425,60;425,60
128111;Futrola GENTLE COLOR za Huawei Honor 10 Lite/P Smart 2019 teget;KOM;1;0;1;119,16;119,16
128397;Futrola ELEGANT DIAMOND za Huawei Mate 10 Lite crvena;KOM;1;0;1;272,13;272,13
128585;Futrola silikon Embossed za Huawei P20 Lite siva;KOM;1;0;1;153,22;153,22
128601;Futrola silikon Embossed za Iphone 7 crna;KOM;1;0;1;153,22;153,22
128610;Futrola silikon Embossed za Iphone 7 Plus siva;KOM;1;0;1;153,22;153,22
128662;Futrola silikon Embossed za Samsung J330F Galaxy J3 2017 siva;KOM;1;0;1;153,22;153,22
129143;Futrola ULTRA TANKI PROTECT silikon za Huawei P30 Lite providna (bela);;1;0;1;151,21;151,21
129232;Futrola Jelly za Huawei Huawei P Smart 2019/ Honor 10 lite bordo;KOM;1;0;1;245,08;245,08
129233;Futrola Jelly za Huawei Huawei P Smart 2019/ Honor 10 lite roze;KOM;1;0;1;245,08;245,08
129506;Folija za zastitu ekrana GLASS za Huawei P30 Lite;;1;0;1;74,05;74,05
129582;Futrola BI FOLD Ihave za Huawei P30 Pro crna;KOM;1;0;1;425,59;425,59
129633;Futrola CANVAS za Iphone X/XS siva;KOM;1;0;1;288,09;288,09
129668;Futrola GENTLE COLOR za Huawei Honor 10 Lite/P Smart 2019 plava;KOM;1;0;1;170,24;170,24
129669;Futrola GENTLE COLOR za Huawei Honor 10 Lite/P Smart 2019 roze;KOM;1;0;1;170,20;170,20
129670;Futrola GENTLE COLOR za Huawei P30 Lite crna;KOM;1;0;1;170,24;170,24
129672;Futrola GENTLE COLOR za Huawei P30 Lite ljubicasta;KOM;1;0;1;170,24;170,24
129676;Futrola GENTLE COLOR za Xiaomi Redmi 6A crna;KOM;1;0;1;170,24;170,24
129678;Futrola GENTLE COLOR za Xiaomi Redmi 6A ;KOM;1;0;1;170,24;170,24
130311;Nast lem za skid lepka 30W noz;;1;0;1;314,29;314,29
131025;Futrola Glitter Plaid za Huawei Mate 10 Lite crna;KOM;1;0;1;181,50;181,50
131029;Futrola Glitter Plaid za Huawei Mate 20 Lite crna;KOM;1;0;1;181,50;181,50
131041;Futrola Glitter Plaid za Iphone 7 Plus/8 Plus crna;KOM;1;0;1;181,50;181,50
131045;Futrola Glitter Plaid za Iphone 7/8 crna;KOM;1;0;1;181,50;181,50
131049;Futrola Glitter Plaid za Iphone X/XS crna;KOM;1;0;1;181,50;181,50
131053;Futrola Glitter Plaid za Iphone XR crna;KOM;1;0;1;181,50;181,50
131077;Futrola Glitter Plaid za Samsung G950F Galaxy S8 crna;KOM;1;0;1;181,50;181,50
131081;Futrola Glitter Plaid za Samsung G955F Galaxy S8 Plus crna;KOM;1;0;1;181,50;181,50
131085;Futrola Glitter Plaid za Samsung G960F Galaxy S9 crna;KOM;1;0;1;181,50;181,50
131093;Futrola Glitter Plaid za Samsung J330F Galaxy J3 2017 crna;KOM;1;0;1;181,50;181,50
131097;Futrola Glitter Plaid za Samsung J415F Galaxy J4 Plus crna;KOM;1;0;1;181,50;181,50
131101;Futrola Glitter Plaid za Samsung J530F Galaxy J5 2017 crna;KOM;1;0;1;181,50;181,50
131323;Futrola ULTRA TANKI PROTECT silikon za Xiaomi Redmi Note 7/Note 7 Pro providna (;;1;0;1;111,70;111,70
131435;GLASS 3D MINI UV-FULL GLUE za Samsung Galaxy Note 10 Plus;;1;0;1;559,02;559,02
